id;link;disciplines;keywords;title;description;type;language;difficulty;format;duration;public;min_age;max_age;resource_image
179;https://www.merlot.org/merlot/viewMaterial.htm?id=78284;Science and Technology/Information Technology/Application Development/Programming;object,reusable;Using Design Patterns to Develop Reusable Object-Oriented Software;A paper on the development of reusable Object-Oriented software and the future developments already in the works.;Presentation;English;Bassa;Website;30-60;['College General Ed'];18;20;
180;https://www.merlot.org/merlot/viewMaterial.htm?id=77561;Business/Marketing/International;british,study,case;Marks & Spencer: A Case Study in International Retailing;This case study describes the internationalization of Marks & Spencer (M&S), a giant British retailer. In recent years, the company has suffered a series of misfortunes, both at home (Britain) and abroad.;Case Study;English;Bassa;;30-60;['College General Ed'];18;20;
181;https://www.merlot.org/merlot/viewMaterial.htm?id=78038;Humanities/World Languages/French/Culture;young,users;Olyfran.com;A sophisticated site from a design standpoint, where users can test their knowledge in French and the Francophone world. This site will definitely appeal to young users with its modern use of graphics, photography and sound.;Quiz/Test;French;Bassa;Website;;['High School', 'College General Ed'];14;20;
182;https://www.merlot.org/merlot/viewMaterial.htm?id=76516;Humanities/World Languages/Chinese/Language;target,self,new;Chinese New Year Lantern Festival;This site is designed to provide self-test exercises on grammar and vocabulary with online feedback. Target users are instructors and learners of intermediate-level Chinese. Traditional characters are used in the exercises.;Quiz/Test;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
183;https://www.merlot.org/merlot/viewMaterial.htm?id=77323;Arts/Music/Theory and Analysis;theory,brief;Online Music Theory Reference;A reference site that offers brief discussions on a variety of music theory topics. It currently covers intervals, chords and scales.;Reference Material;English;Medio bassa;Audio;0-30;['High School', 'College General Ed'];14;20;
184;https://www.merlot.org/merlot/viewMaterial.htm?id=896857;Academic Support Services/Library and Information Services/Information and Communication Technology Literacy;researcher,information,cool4ed;The Information Literacy Users Guide;Good researchers have a host of tools at their disposal that make navigating todayâs complex information ecosystem much more manageable. Gaining the knowledge, abilities, and self-reflection necessary to be a good researcher helps not only in academic settings, but is invaluable in any career, and throughout oneâs life. The Information Literacy Userâs Guide... Show More;Open (Access) Textbook;English;Medio Alta;Website;30-60;['College Upper Division', 'Graduate School', 'Professional'];22;100;
185;https://www.merlot.org/merlot/viewMaterial.htm?id=78761;Science and Technology/Health Sciences/Nursing;blockage,teaches;Wake Up Call;This case study teaches students about the risk factors and symptoms of a heart attack and the physiological changes that occur once artery blockage occurs.;Case Study;English;Media;PDF;60-90;['Professional'];28;100;
186;https://www.merlot.org/merlot/viewMaterial.htm?id=76525;Humanities/World Languages/Latin/Language;explanations;Study Guide to Wheelocks Latin;This is THE resource for teachers and students of Wheelocks Latin. Indexed by chapter, it is full of helpful explanations, drills, and supplementary examples.;Drill and Practice;Latin;Media;Website;0-30;['College General Ed'];18;20;
187;https://www.merlot.org/merlot/viewMaterial.htm?id=77716;Business/Information Systems;web;Entity Relationship Diagrams;A good web site has good graphics and links to other related web sites.;Reference Material;English;Medio bassa;;0-30;['College General Ed'];18;20;
188;https://www.merlot.org/merlot/viewMaterial.htm?id=77399;Social Sciences/Psychology/Clinical and Counseling/Abnormal and Psychopathology;biological,articles;Successful Schizophrenia;A site devoted to a different perspective on Schizophrenia than the currently dominant medical model. Articles, research, and accounts of schizophrenia that indicate the current biological thinking is leaving out important information on schizophrenia in its view.;Reference Material;English;Bassa;Website;30-60;['College General Ed', 'Graduate School', 'Professional'];18;100;
189;https://www.merlot.org/merlot/viewMaterial.htm?id=78960;Education/TeacherEd/Educational Psychology;educational,psychology,learning,teachers,learning;Applying Learning Theories to Classroom Practices;This site is the result of a graduate class of practicing teachers studying the principles and practices of advanced educational psychology. It offers an overview of Behaviorism, Cognitive Psychology, Developmental Psychology, Biology & Learning, Constructivism, Motivation, Learning & Technology, and Instructional implications. The website links to additional information and related educational materials.... Show More;Reference Material;English;Medio bassa;;0-30;['Grade School', 'Middle School', 'High School', 'College General Ed', 'Graduate School'];6;28;
190;https://www.merlot.org/merlot/viewMaterial.htm?id=76719;Humanities/World Languages/German/Language;language,german,web,exercises,vocabulary;Web German;A center for German Language Learning with the Internet. Web exercises, websites and sound files to help you learn German online. Includes interactive webexercises, animated grammar presentations, audio enhanced vocabulary lessons, and select links to sites in German-speaking countries. Designed for German language learners, teachers and travellers who want to get the most out of the Internet for foreign language learning.... Show More;Tutorial;English;Medio bassa;Website;0-30;['College General Ed'];18;20;
191;https://www.merlot.org/merlot/viewMaterial.htm?id=76721;Mathematics and Statistics/Statistics and Probability;statistical,separate,random,eric;World of Mathematics--Probability & Statistics;This is a sub-page of the large and comprehensive Eric Weissteins World of Mathematics site which is separately reviewed elsewhere on MERLOT. At the time of review this probability and statistics area listed 19 subtopics including Bayesian analysis, descriptive statistics, probability, random numbers, random walks, and statistical tests. Approximately 350 separate items on probability and statistics were included.... Show More;Reference Material;English;Medio bassa;Website;0-30;['College General Ed', 'Graduate School', 'Professional'];18;100;
192;https://www.merlot.org/merlot/viewMaterial.htm?id=78311;Humanities/History/Area Studies/Americas;museum,numerous,map,populations,ballgame;MesoAmerican Ballgame;MesoAmerican Ballgame provides the opportunity to examine the preColumbian history and culture of Mexico. An interactive map guides the user through the worlds of the Olmec, Maya, and Aztec populations of Central America. Users explore the world of Mexicos native populations, the history and the sport of the ball game, and museum exhibits. The exhibit items were part of a national museum tour. The site has won numerous awards and there are some... Show More;Simulation;English;Bassa;Website;0-30;['High School', 'College General Ed'];14;20;
193;https://www.merlot.org/merlot/viewMaterial.htm?id=77538;Science and Technology/Health Sciences;peer,asthma;Whats Asthma All About?;A website that links to information and products used to treat asthma. The site as seen in October 2010 is no longer the website that was originally peer reviewed.;Tutorial;English;Media;Flash;0-30;['College General Ed', 'Graduate School', 'Professional'];18;100;
194;https://www.merlot.org/merlot/viewMaterial.htm?id=77730;Mathematics and Statistics/Mathematics/Algebra and Number Theory/Number Theory;n-1 and n+1 tests,APR and APR-CL,Sieve of Eratosthenes,Lucas Lehmer for Mersenne Primes,pages,Probable Primality,Elliptic Curves,including;The Prime Pages - Finding Primes and Proving Primality;Test and search procedures for prime numbers including material on proofs;Reference Material;English;Bassa;Website;0-30;['College General Ed'];18;20;
195;https://www.merlot.org/merlot/viewMaterial.htm?id=77736;Academic Support Services/Library and Information Services/Information and Communication Technology Literacy;search,tools;Sink or Swim: Internet Search Tools & Techniques;A tutorial/reference on Web searching tools and techniques with many links to search engines and a short search engine feature list and comparison.;Tutorial;English;Medio bassa;Website;30-60;['High School', 'College General Ed', 'Graduate School', 'Professional'];14;100;
196;https://www.merlot.org/merlot/viewMaterial.htm?id=77441;Humanities/History/Area Studies/Americas/United States;shirtwaist,university,immigrant,audio,contains,york;The Triangle Factory Fire;This site contains information about the March 25, 1911 fire in the New York City factory of the Triangle Shirtwaist Company and the resulting investigations and reforms. The fire killed 146 immigrant workers, most of whom were women. The materials include original documents, oral histories, and photographs held by Cornell University Library, a bibliography, lists of victims and witnesses, audio interviews with three fire survivors, and tips for student projects.;Collection;English;Media;;0-30;['Middle School', 'High School'];11;18;
197;https://www.merlot.org/merlot/viewMaterial.htm?id=77442;Humanities/History/Area Studies/Americas/United States;flood,television,source;American Experience: Fatal Flood;This site is based upon the PBS television special about the Mississippi River flood of 1927. It includes primary source documents, a sample Delta blues song about the flood, flood film clips, maps, and information from historians.;Collection;English;Media;Video;30-60;['High School', 'College General Ed'];14;20;
198;https://www.merlot.org/merlot/viewMaterial.htm?id=77446;Humanities/History/Area Studies/Americas/United States;constitutional,issues;Exploring Constitutional Law;This is a site for law students. It includes notes about important constitutional issues, links to Supreme Court opinions, images, quizzes, and questions for students.;Collection;English;Media;;30-60;['College General Ed', 'Graduate School', 'Professional'];18;100;
199;https://www.merlot.org/merlot/viewMaterial.htm?id=78369;Education/TeacherEd/Special Education;searchable,lists,education;National Center on Secondary Education & Transition;This site lists publications, resources, searchable databases, and model programs all related to the transition of students with disabilities into the adult world.;Reference Material;English;Bassa;;0-30;['College General Ed'];18;20;
200;https://www.merlot.org/merlot/viewMaterial.htm?id=77578;Humanities/History/Area Studies/Asia/China;history;A Visual Sourcebook of Chinese Civilization;This megasite was designed to help students understand Chinese history, culture, and society.;Reference Material;English;Media;;0-30;['High School', 'College General Ed'];14;20;
201;https://www.merlot.org/merlot/viewMaterial.htm?id=78247;Humanities/World Languages/French/Culture;pedagogiques;La BnF: Le Portrait;A module in French on the portrait- its place in literature, painting and photography. Pistes pedagogiques included.;Presentation;French;Media;Website;0-30;['College General Ed'];18;20;
202;https://www.merlot.org/merlot/viewMaterial.htm?id=79173;Mathematics and Statistics/Statistics and Probability;educational,site,background,investigations;Interactive Mathematics--Probability;This site contains an extensive collection of java applets involving probability miscellany and puzzles. Written by Alexander Bogomolny, these applets are designed to engage the reader in interactive investigations. Background material is provided and the site serves as an excellent educational resource.;Simulation;English;Bassa;Website;30-60;['Grade School', 'Middle School', 'High School', 'College General Ed'];6;20;
203;https://www.merlot.org/merlot/viewMaterial.htm?id=77967;Science and Technology/Information Technology/Application Development/Programming;article;Application Architecture: An N-Tier Approach - Part 2;Part 2 is referenced since there is a URL to Part 1 in the opening paragraph and its recommended that Part 1 is read first. This article goes into developing a client/server application using an N-Tier approach. The author does a good job on laying out the necessary prerequisites and definitions before going into detail on the process.;Tutorial;English;Medio bassa;Website;;['College General Ed'];18;20;
204;https://www.merlot.org/merlot/viewMaterial.htm?id=78970;Science and Technology/Biology/Evolutionary Biology;populations,frequencies,simulated,allele,weinberg;Web PopGen;A Hardy-Weinberg based population genetics simulator. This program assumes a single gene and two alleles. Simulation of allele frequency changes similar to Felsensteins Simul8 or PopG. Simulates changes in allele frequency based on violations of assumptions of Hardy Weinberg. User may vary starting allele frequency, population size, genotypic fitness, mutation and migration rates and bottleneck population size. Allele frequencies for p and q are graphed for up to 5 populations. When a single population is simulated both allele frequency and genotype frequencies are graphed.;Simulation;English;Media;Website;0-30;['High School', 'College General Ed', 'Graduate School'];14;28;
205;https://www.merlot.org/merlot/viewMaterial.htm?id=76722;Mathematics and Statistics/Mathematics/General and Liberal Arts Math/Recreational Mathematics;separate,eric,magic figure,math puzzle,math game,mathematics,Cryptogram,magic,dissection;World of Mathematics--Recreational Mathematics;This is a sub-page of the large and comprehensive Eric Weissteins World of Mathematics site which is separately reviewed elsewhere on MERLOT. At the time of review this recreational mathematics area listed ten subtopics including: cryptograms, dissection, illusions, magic squares, and puzzles. A total of approximately 140 separate recreational mathematics items were included.... Show More;Reference Material;English;Bassa;Website;0-30;['High School', 'College General Ed'];14;20;
206;https://www.merlot.org/merlot/viewMaterial.htm?id=78315;Humanities/History/Area Studies/Americas/United States/Colonial;servant,primary,jamestown,capabilities,search,future;Virtual Jamestown;<Virtual Jamestown is a digital research and teaching project that explores the settlement and impact of Jamestown. Primary resources found at this site include first hand accounts and letters (with full-text search capabilities), maps and images, 18th century advertisements for runaway slaves and indentured servants, a database of over 10,000 indentured servant contracts, and public records such as census data and laws. Future plans include... Show More;Collection;English;Media;Website;30-60;['Middle School', 'High School'];11;18;
207;https://www.merlot.org/merlot/viewMaterial.htm?id=76920;Science and Technology/Health Sciences/Nursing;stasis,provides;Venous stasis ulcers;Site provides images of causes, complications and treatment of venous stasis ulcer. and associated wounds.;Presentation;English;Bassa;Images;0-30;['College General Ed', 'Professional'];18;100;
208;https://www.merlot.org/merlot/viewMaterial.htm?id=78252;Mathematics and Statistics/Mathematics;trigonometric functions,logarithmic spiral,graphs,anaytic geometry,coordinates,quadratic equations,integration,Fourier series,cycloid,limit,sets,vectors,Gauss distribution,learning,functions,Lorentz transformation,derivative,law of sines,power series;Maths Online;A collection of mathematics learning materials for high school and college students. It incudes several applets,.;Simulation;English;Bassa;Website;0-30;['High School', 'College General Ed'];14;20;
209;https://www.merlot.org/merlot/viewMaterial.htm?id=78253;Science and Technology/Health Sciences/Nursing;nile,nile;Clinical Case West Nile Virus;The site provides a nice clinical case study of a child with West Nile Virus;Presentation;English;Media;;0-30;['Professional'];28;100;
210;https://www.merlot.org/merlot/viewMaterial.htm?id=78316;Humanities/History/Area Studies/Americas/United States;series,bank,documents,includes,stories,arguments justifying;Africans in America;"This site is a companion to the Public Broadcasting Company series, Africans in America. It traces the history of Africans in America in four chronological parts from 1450-1865. Topics covered include the beginning of the slave trade, the growth of slavery in the colonies, arguments justifying slavery, the development of abolitionism in the North, and debates and events leading to the Civil War. Each section includes a historical narrative; a resource bank of images, documents, stories, biographies, and commentaries; and a teachers guide for using the content of the Web site and television series in U.S. history courses. The sites Resource Bank contains more than 400 items.";Collection;English;Media;;0-30;['High School', 'College General Ed'];14;20;
211;https://www.merlot.org/merlot/viewMaterial.htm?id=77772;Science and Technology/Information Technology/IT Infrastructure/Networking;subnets,ip networks,audio;IP Addressing and Subnetting;IP addressing and subnetting tutorial presentation. Contains audio, video and assignments.;Tutorial;English;Medio bassa;Video;30-60;['College General Ed'];18;20;
212;https://www.merlot.org/merlot/viewMaterial.htm?id=77782;Science and Technology/Agriculture and Environmental Sciences/Plant Sciences;includes,seeds;The Seed Site;A website devoted to collecting, storing, sowing, germinating, and exchanging seeds. Includes pictures, a plant index, and botanical terms.;Reference Material;English;Media;Website;0-30;['College General Ed'];18;20;
213;https://www.merlot.org/merlot/viewMaterial.htm?id=77783;Science and Technology/Biology/Botany;issues,science,preservation,botanical;The New York Botanical Garden;This website features the New York Botanical Garden and resources provided by the organization. A plant science center is included, offering useful information on conservation, preservation, molecular secrets and health issues related to plants.;Reference Material;English;Media;Other;0-30;['College General Ed'];18;20;
214;https://www.merlot.org/merlot/viewMaterial.htm?id=77790;Arts/Music/Music History;french;Nadia Boulanger;A site dedicated to the life and works of the great French musical pedagogue.;Reference Material;English;Medio bassa;;0-30;['College General Ed', 'Graduate School', 'Professional'];18;100;
215;https://www.merlot.org/merlot/viewMaterial.htm?id=78267;Science and Technology/Health Sciences/Nursing;quick;What is Meningitis?;A nice quick site that described the essentials of meningitis.Photographs of skin changes that occur as well as informative links are present.;Presentation;English;Media;;0-30;['College General Ed', 'Professional'];18;100;
216;https://www.merlot.org/merlot/viewMaterial.htm?id=77974;Science and Technology/Information Technology/System Analysis and Design;big;Application Architecture: an N-Tier approach;Article describing the complexities involved in designing a complete system. Good material for programmers to read and help see the big picture.;Presentation;English;Bassa;;0-30;['College General Ed'];18;20;
217;https://www.merlot.org/merlot/viewMaterial.htm?id=77780;Science and Technology/Agriculture and Environmental Sciences/Environment and Natural Resources;fungi;The Hidden Forest;This site is designed to make identification of bryophytes, fungi, lichens, slime molds and some primitive plants more colorful and interesting. It has some very interesting pop-up definitions and pictures for identification.;Reference Material;English;Media;Website;0-30;['College General Ed'];18;20;
218;https://www.merlot.org/merlot/viewMaterial.htm?id=77982;Science and Technology/Health Sciences/Nursing;courses,student,provides,thinking,solving;Techniques in Developing Moral Problem Solving Skills;This is part of the Why the Topic of Bioethics in Science Courses series. In addition to explaining methods of approaching the topic of conflict resolution with students, this page provides links to Integrating Critical Thinking Skills into the Classroom, The Traits of a Good Scientist, and Using Intellectual Standards to Assess Student Reasoning.... Show More;Presentation;English;Media;;0-30;['College General Ed'];18;20;
219;https://www.merlot.org/merlot/viewMaterial.htm?id=77975;Academic Support Services/Library and Information Services/Information and Communication Technology Literacy/Information Literacy Standards;Tradeoffs and Guidelines for Selecting Technologies to;Tradeoffs and Guidelines for Selecting Technologies to;No description given;Reference Material;English;Media;PDF;0-30;['College General Ed', 'Graduate School', 'Professional'];18;100;
220;https://www.merlot.org/merlot/viewMaterial.htm?id=371570;Education;Geometry,Movies,Arithmetic,Physics,Precalculus,preparation,Singapore Math,Video,Academy,Education videos,geometry,Pre-algebra,Calculus,Youtube,SAT Preparation,california,algebra,Finance,Credit Crisis,calculus,academy,Differential Equations,Algebra,Trigonometry,Banking and Money,KHAN,Probability,Linear Algebra;Khan Academy;This is the KHAN Academy homepage that has videos on all of the following topics: Calculus, Pre-calculus, Trigonometry, Algebra, Pre-Algebra, Linear Algebra, Arithmetic, Geometry, Differential Equations, Probability, Singapore Math, California Standards Test: Algebra, California Standards Test: Geometry Banking and Money, Credit Crisis, Finance, Physics, California Algebra II, MAT Preparation, SAT Preparation, 2009 Mental Boot Camp. ... Show More;Collection;English;Medio bassa;Website;120;['Grade School', 'Middle School', 'High School', 'College General Ed', 'College Lower Division'];6;22;
221;https://www.merlot.org/merlot/viewMaterial.htm?id=78179;Humanities/World Languages/ESL or EFL;esl,class,detailed;The English Learner Movie Guides;Each individual guide is a detailed synopsis of a popular movie, which consists of the following: a summary of the plot a list of the major characters an extensive glossary of vocabulary and various cultural references that even advanced ESL learners would often not understand questions for ESL class discussion;Reference Material;English;Media;Website;120;['Middle School', 'High School', 'College General Ed'];11;20;
222;https://www.merlot.org/merlot/viewMaterial.htm?id=78034;Humanities/World Languages/German/culture;includes,reading,jetzt;Deutsch Lernen mit Jetzt online!;Select authentic texts dealing with issues of interest to young Germans. For intermediate learners and up. The goal is to enhance reading skills and strategies. Includes tasks and material for teachers.;Tutorial;German;Media;Website;;['High School', 'College General Ed'];14;20;
223;https://www.merlot.org/merlot/viewMaterial.htm?id=77501;Science and Technology/Physics/Classical Mechanics/1D Kinematics;physics,curricular;Physlet Physics: Kinematics;The Physlet Workbook provides physics teachers with a collection of ready-to-run, interactive, computer-based curricular provides physics teachers with a collection of ready-to-run, interactive, computer-based curricular material spanning the entire introductory physics curriculum. All that is required is the Physlet Workbook, the Physlet Workbook CD, and a browser.... Show More;Simulation;English;Media;Website;30-60;['High School', 'College General Ed'];14;20;
224;https://www.merlot.org/merlot/viewMaterial.htm?id=77328;Education;gender,transsexuals,cross,academic,illness,bad,presents issues,value,scientific;All Mixed Up: Putting Gender Identity Into Perspective;This site presents issues related to gender identity from the persepective of a transsexual psychology graduate student. The site is introduced with the the following: Academic perspectives on the psychology of transsexuality are represented by groups like the Harry Benjamin International Gender Dysphoria Association (HBIGDA) and are codified in the mental illness model of the DSM-IV-TR as Gender Identity Disorder (GID) and Transvestic Fetishism (TF). This psychopathology treats transsexuality and cross-dressing as inherently bad things about us. Theyre not. Gender bending, gender queers, and transgenderism show society how uncomfortable it is trying to understanding gender and sexuality. Can sexologists refrain from placing value judgements upon those with gender dysphoria and instead refine the way we understand the psychology of gender, atypical gender development, and gender role socialization? I hope that by bringing a personal and non-judgemental scientific approach to understanding transgenderism, I can help transsexuals, cross-dressers, and psychopathologists grow and develop as people.;Reference Material;English;Bassa;;0-30;['College General Ed'];18;20;
225;https://www.merlot.org/merlot/viewMaterial.htm?id=77878;Humanities/World Languages/French/Language;interactive,family;Lexiquefle;Basic vocabulary and practice exercises on numbers, the family, parts of the body and other topics for beginning learners of French. Interactive activities can be downloaded for educational use.;Drill and Practice;French;Medio bassa;Website;120;['Middle School', 'High School', 'College General Ed'];11;20;
226;https://www.merlot.org/merlot/viewMaterial.htm?id=77879;Science and Technology/Engineering/Aerospace and Aeronautical Engineering;ratio,nozzle,graphical,java;Converging-Diverging Nozzle Applet;**CAUTION: Java Applets may not run on all browsers** also you may click on instructions to view pictures of the simulation if the applet does not run on your browser. The purpose of this applet is to simulate the operation of a converging-diverging nozzle. User input includes the nozzle area ratio, back-pressure ratio, and specific heats ratio. The applet provides impressive graphical representations of the pressure, temperature, and Mach... Show More;Simulation;English;Bassa;Website;0-30;['College General Ed', 'Graduate School'];18;28;
227;https://www.merlot.org/merlot/viewMaterial.htm?id=78334;Humanities/History/Area Studies/Europe/France;major,educational,web,offered;Chateau Versailles;The official web site for the Chateau of Versailles offers information about the history of Versailles in addition to tours and public events. The site has an interactive map which enables the user to tour the exterior and interior of Versailles and the Trianons. Biographies are offered of the major figures associated with Versailles. Major works of art at Versailles are singled out for more detailed explanations. There are panorama tours of the Hall of Mirroirs and the Kings Bedchamber. Educational materials for teachers and students are offered but they are only in French.;Presentation;English;Medio bassa;Website;0-30;['High School', 'College General Ed'];14;20;
228;https://www.merlot.org/merlot/viewMaterial.htm?id=444733;Humanities/English/Language;learn,english grammer,sentence structure;English Sentence Diagrams;A very extensive website on diagramming sentences as a means to learn grammer;Tutorial;English;Media;Website;0-30;['Middle School', 'High School', 'College General Ed'];11;20;
229;https://www.merlot.org/merlot/viewMaterial.htm?id=78007;Academic Support Services/Faculty Development/Teaching Strategies/Problem Based Learning;clearinghouse,problems,materials,teaching,content,areas;Problem-based Learning Clearinghouse;The Problem-Based Learning Clearinghouse is a repository of materials for instructors interested in using problem-based learning in their courses. It includes a collection of problems and articles to assist educators in using problem-based learning. The problems and articles are peer reviewed by PBL experts in the disciplinary content areas. Teaching notes and supplemental materials accompany each problem, providing insights and strategies that are innovative and classroom-tested. An opportunity to discuss problem-based learning is provided via a discussion forum. Access to the Clearinghouse collection is limited to educators who register via an online application, but is free and carries no obligation. Users may also register as Clearinghouse authors and contribute to the repository.;Collection;English;Medio bassa;Website;;['College General Ed'];18;20;
230;https://www.merlot.org/merlot/viewMaterial.htm?id=77847;Arts/Music/Theory and Analysis;Basic Music Theory on the WWW;Basic Music Theory on the WWW;45 pages and 90 illustrations of fundamental music theory concepts.;Presentation;English;Bassa;Website;0-30;['High School', 'College General Ed'];14;20;
231;https://www.merlot.org/merlot/viewMaterial.htm?id=77850;Science and Technology/Information Technology/IT Infrastructure/Networking;provides;Cisco Tutorial on Switches;Series of tutorials on networks, bridges and switches. Provides preparation for certification tests.;Tutorial;English;Media;Website;0-30;['College General Ed'];18;20;
232;https://www.merlot.org/merlot/viewMaterial.htm?id=78195;Mathematics and Statistics/Mathematics/General and Liberal Arts Math/Recreational Mathematics;investigations,background,educational,math puzzle,math game,site;Interactive Mathematics--Games and Puzzles;This site contains an extensive collection of games and puzzles in the form of java applets including Nim, the Tower of Hanoi, Cryptarithms, Latin Squares, and much more. Written by Alexander Bogomolny, these applets are designed to engage the reader in interactive investigations. Background material is provided and the site serves as an excellent educational resource.... Show More;Collection;English;Bassa;Website;0-30;['High School', 'College General Ed'];14;20;
233;https://www.merlot.org/merlot/viewMaterial.htm?id=77837;Business/Management/Ethics;ethics,characters,lively debate,moral,film;Endgame: Ethics and Values in America;This module enables viewers to enter the lives of fictional characters forced to make critical decisions with profound moral, ethical or social implications. The module fuses dramatic film, interactivity on the Web, sync-to-broadcast technology, and the energy of live television with a studio audience. Viewers are encouraged to confront those gray areas of human experience where serious moral and ethical choices are made. This would make a good and lively debate possible for an ethics class.;Presentation;English;Media;Video;;['College General Ed'];18;20;
234;https://www.merlot.org/merlot/viewMaterial.htm?id=77515;Business/Information Systems;tools,instruct,internet;The Internet: Ideas, Activities and Resources;This site is designed by the Florida Center for Instructional Technology to help instruct students regarding the Internet. Topics include Internet Basics, Becoming Good Netizens, Productivity Tools, Communication Tools, Research Tools and Problem-Solving Tools.;Presentation;English;Bassa;;0-30;['College General Ed'];18;20;
235;https://www.merlot.org/merlot/viewMaterial.htm?id=78197;Mathematics and Statistics/Mathematics/Developmental Mathematics;Venn,weierstrass,steinhaus,p-adic,fleury,Diophantine,applets involving,godel,coloring,site,soriteses,russell,euclid,Wilson,bayes,fibonacci,educational,sperner,pigeonhole,beatty,peano;Interactive Mathematics--Arithmetic/Algebra;This site contains an extensive collection of java applets involving arithmetic and algebra miscellany and puzzles. Written by Alexander Bogomolny, these applets are designed to engage the reader in interactive investigations. Background material is provided and the site serves as an excellent educational resource.;Collection;English;Bassa;Website;0-30;['High School', 'College General Ed'];14;20;
236;https://www.merlot.org/merlot/viewMaterial.htm?id=78203;Social Sciences/Criminal Justice/Corrections;experiment,prison,evil,university;The Stanford Prison Experiment;What happens when you put good people in an evil place? Does humanity win over evil, or does evil triumph? These are some of the questions we posed in this dramatic simulation of prison life conducted in the summer of 1971 at Stanford University. Welcome to the Stanford Prison Experiment web site, which features an extensive slide show and information about this classic psychology experiment.... Show More;Case Study;English;Medio bassa;;0-30;['College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School'];18;28;
237;https://www.merlot.org/merlot/viewMaterial.htm?id=1007184;Science and Technology/Instructional Design and Technology;presentation,lessons,animation,animated,moving,digital,kinetic;Powtoon;Powtoon is a free animation program that allows users to combine kinetic (moving) type and punchy animated objects with their own narration and music. Powtoon is web-based, and has a wide variety of potential uses for teaching and learning, to include digital stories, flipped lessons, demos and presentations.;Development Tool;English;Media;Website;0-30;['Grade School', 'Middle School', 'High School', 'College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];6;100;
238;https://www.merlot.org/merlot/viewMaterial.htm?id=78437;Education/TeacherEd/Teaching Methods/Science;educators,animals,biology,associates,page,topics,image,site,web,programs,totaling,invertebrate,micro;Animal Eyes and Evolution;BioMedia Associates is a group of biologists, teachers, educational designers and film-makers who collaborate to make learning programs for biology. For schools and higher education, they have eight series currently in distribution, totaling 51 video programs and three CD-ROMS. Topics cover the biology curriculum with particular emphasis on cell biology, evolution, micro-organisms, the early history of life, and the major groups of living things. This URL represents their work on evolution, but the other programs are also described on this web site. The link to Online resources for teaching about vision (Mirror Site) is outstanding. Animation of difficult to understand concepts is another BioMedia Associates specialty. See Eye of the Cyclops in their product section. See the stock footage from a collection of over 500 hours of live-action digital images of microlife, invertebrate animals, parasites and environmental scenes, along with thousands of still images. Educators, educational web site designers, and anyone else is welcome to link to this web site. You may link to any html page within the www.ebiomedia.com web site, but the authors request that you link to the parent page for the image files.;Collection;English;Medio bassa;Video;0-30;['Grade School', 'Middle School', 'High School', 'Professional'];6;100;
239;https://www.merlot.org/merlot/viewMaterial.htm?id=77397;Social Sciences/Psychology/Biological;covered,drugs;Psychiatric Drug Facts;This site offers information on psychiatric drugs and claims to provide information that your psychiatrist may not. Topics covered include how psychiatric drugs work, the adverse effects of drugs on the brain, and the role of the FDA in the approval of such medications.;Reference Material;English;Medio bassa;Other;0-30;['College General Ed', 'Graduate School', 'Professional'];18;100;
240;https://www.merlot.org/merlot/viewMaterial.htm?id=78086;Humanities/World Languages/Chinese;online,chinese;Practical Chinese Reader: Self-Tests;This site is providing online exercises for users of the textbook Practical Chinese Reader.;Drill and Practice;Chinese;Medio bassa;Website;0-30;['College General Ed'];18;20;
241;https://www.merlot.org/merlot/viewMaterial.htm?id=78110;Humanities/World Languages;verb;Logos Universal Verb Conjugator;A universal verb conjugator covering 30 languages.;Reference Material;English;Medio bassa;;;['High School', 'College General Ed', 'Graduate School', 'Professional'];14;100;
242;https://www.merlot.org/merlot/viewMaterial.htm?id=78807;Science and Technology/Health Sciences/Nursing;Animation of Kidney Dialysis;Animation of Kidney Dialysis;Animation of a Kidney Dialysis machine.;Animation;English;Bassa;;0-30;['College General Ed', 'Professional'];18;100;
243;https://www.merlot.org/merlot/viewMaterial.htm?id=79457;Humanities/English/Literature/Drama;oedipus,member,plot,tyrannus;Oedipus Tyrannus--the game;An interactive game-show quiz on the major plot twists and themes of Sophocles Oedipus Tyrannus. Puts the player in the position of an audience member. Easy to follow and fun to play! Site also contains links to character descriptions and other useful Oedipus-info.;Quiz/Test;English;Bassa;Website;0-30;['College General Ed'];18;20;
244;https://www.merlot.org/merlot/viewMaterial.htm?id=78792;Education/TeacherEd/Diversity and Multicultural Ed;cultural,spaces,teaching;Intercultural & Cross Cultural Teaching Portal;The aim of the Intercultural & Cross Cultural Teaching Portal is to establish communities of diverse P-12 educators who are teaching or preparing to teach in an educational environment. By coming together, we share our commitments and concerns as we review and recapture our experiences in facing the challenges of educating everybodys children. We wanted to create spaces specifically for individuals of the same cultural background to... Show More;Animation;English;Medio bassa;;;['Grade School', 'Middle School', 'High School', 'College General Ed', 'Graduate School', 'Professional'];6;100;
